id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,condition
9215400105,450000,3,1.75,1250,5963,1,0,4
822039084,1.35E+06,3,2.5,2753,65005,1,1,5
5245600105,228000,3,1,1190,9199,1,0,3
7231300125,345000,5,2.5,3150,9134,1,0,4
7518505990,600000,3,1.75,1410,4080,1,0,4
3626039271,585000,2,1.75,1980,8550,1,0,3
4217401195,920000,5,2.25,2730,6000,1.5,0,3
9822700295,885000,4,2.5,2830,5000,2,0,3
9478500640,292500,4,2.5,2250,4495,2,0,3
2799800710,301000,3,2.5,2420,4750,2,0,3
7922800400,951000,5,3.25,3250,14342,2,0,4
8079040320,430000,4,3,1850,9976,2,0,3
1516000055,650000,3,2.25,2150,21235,1,0,4
9558200045,289000,3,1.75,1260,8400,1,0,3
5072410070,505000,3,1.75,2519,8690,2,0,5
9528102996,549000,3,1.75,1540,1044,3,0,3
1189001180,425000,3,2.25,1660,6000,1,0,3
3253500160,317625,3,2.75,2770,3809,1.5,0,5
3394100030,975000,4,2.5,2720,11049,2,0,3
3717000160,287000,4,2.5,2240,4648,2,0,3
1274500060,204000,3,1,1000,12070,1,0,4
1802000060,1.33E+06,5,2.25,3200,20158,1,0,3
1525059190,1.04E+06,5,3.25,4770,50094,1,0,4
1049000060,325000,3,2,1260,5612,1,0,4
8820901275,571000,4,2,2750,7807,1.5,0,5
5416510140,360000,4,2.5,2380,5000,2,0,3
3444100400,349000,3,1.75,1790,50529,1,0,5
3276920270,832500,4,4,3430,35102,2,0,4
4036801170,380000,4,1.75,1760,7300,1,0,3
2391600320,480000,3,1,1040,5060,1,0,3
6300000287,410000,3,1,1410,5060,1,0,4
1531000030,720000,4,2.5,3450,39683,2,0,3
5104520400,390000,3,2.5,2350,5100,2,0,3
7437100340,360000,4,2.5,1900,5889,2,0,3
9418400240,355000,2,1,2020,6720,1,0,3
1523059105,356000,3,1.5,1680,8712,1,0,3
1133000671,315000,3,1,960,6634,1,0,3
4232902595,940000,3,1.5,2140,3600,2,0,3
2599001200,305000,5,2.25,2660,8400,1.5,0,5
3342103156,461000,3,3.25,2770,6278,2,0,3
1332700270,215000,2,2.25,1610,2040,2,0,4
3869900162,335000,2,1.75,1030,1066,2,0,3
2791500270,243500,4,2.5,1980,7403,2,0,3
5036300431,1.10E+06,5,2.75,3520,6353,2,0,4
4168000060,153000,3,1,1200,10500,1,0,3
6021501535,430000,3,1.5,1580,5000,1,0,3
1483300570,905000,4,2.5,3300,10250,1,0,3
3422049190,247500,3,1.75,1960,15681,1,0,3
1099611230,199000,4,1.5,1160,6400,1,0,4
722079104,314000,3,1.75,1810,41800,1,0,5
7338200240,437500,3,2.5,2320,36847,2,0,3
1952200240,850830,3,2.5,2070,13241,1.5,0,5
5200100125,555000,3,2,1980,3478,1.5,0,4
7214720075,699950,3,2.25,2190,107593,2,0,4
2450000295,1.09E+06,3,2.5,2920,8113,2,0,3
6197800045,290000,3,1,1210,33919,1,0,3
1328310370,375000,3,2.5,2340,10005,1,0,4
546000875,460000,3,1,1670,4005,1.5,0,4
3530510041,188500,2,1.75,1240,2493,1,0,4
1853000400,680000,4,2.5,3140,28037,2,0,4
3134100116,470000,5,1.75,2030,12342,2,0,4
9545230140,597750,4,2.5,2310,9624,2,0,3
3362400511,570000,3,1.75,1260,3328,1,0,5
2525310310,272500,3,1.75,1540,12600,1,0,4
6126500060,329950,3,1.75,2080,5969,1,0,3
8961960160,480000,4,2.5,3230,16171,2,0,3
3626039325,740500,3,3.5,4380,6350,2,0,3
3362400431,518500,3,3.5,1590,1102,3,0,3
4060000240,205425,2,1,880,6780,1,0,4
3454800060,171800,4,2,1570,9600,1,0,3
1695900060,535000,4,1,1610,2982,1.5,0,4
7278700070,660000,3,2.5,2400,6474,1,0,3
6675500070,391500,3,2,1450,9132,1,0,3
3626039187,395000,2,1,770,6000,1,0,3
3524049083,445000,4,1.75,2100,4400,1.5,0,5
3275860240,770000,3,2.25,2910,10204,2,0,3
4389200955,1.45E+06,4,2.75,2750,17789,1.5,0,3
4058801670,445000,3,2.25,2100,8201,1,0,3
8732020310,260000,4,2.25,2160,8811,1,0,3
2331300505,822500,5,3.5,2320,4960,2,0,5
7853210060,430000,4,2.5,2070,4310,2,0,3
3668000070,212000,3,1.75,1060,7875,1,0,4
9545240070,660500,4,2.25,2010,9603,1,0,3
1243100136,784000,3,3.5,3950,111078,1.5,0,3
8929000270,453246,3,2.5,2010,2287,2,0,3
2767602356,675000,4,3.5,2140,2278,3,0,3
921049315,199000,3,1.75,1320,17390,1,0,4
3655000070,220000,4,1.75,2020,7840,1,0,3
4027700812,452000,4,2.25,2590,10002,1,0,4
3992700335,382500,2,1,1190,4440,1,0,3
2767603505,519950,3,2.25,1170,1249,3,0,3
4232901525,665000,2,1,1110,3200,1,0,3
1777500060,527700,5,2.5,2820,9375,1,0,4
1432900240,205000,3,1,1610,8579,1,0,4
6140100875,420000,3,1,1060,8097,1,0,4
6071600370,500000,4,2.25,2030,8517,1,0,4
1526069017,921500,4,2.5,3670,315374,2,0,4
809001525,890000,4,1,2550,4000,2,0,3
3224079105,430000,2,2.5,2420,60984,2,0,3
8075400570,258000,5,2,2260,12500,1,0,4
1994200024,511000,3,1,1430,3455,1,0,3
3362900810,532170,3,2,1360,3090,2,0,3
1324300398,560000,3,1,1110,5000,1.5,0,3
537000445,282950,3,1,1250,8200,1,0,4
7855801670,2.25E+06,4,3.25,5180,19850,2,0,3
7920100045,350000,1,1,700,5100,1,0,3
8960000030,215000,3,1,1180,7669,1,0,4
6388930390,650000,5,3.5,3960,25245,2,0,3
8731900200,320000,4,2.75,2640,7500,1,0,3
8029200135,247000,3,2,1270,7198,1.5,0,3
1081200350,320000,4,1.75,1760,11180,1,0,4
84000105,255000,5,2.25,2060,8632,1,0,3
3756500060,438000,3,1.75,1780,9660,1,0,3
7215720160,900000,3,2.5,3400,16603,2,0,3
3574800520,441000,3,2.75,1910,7280,1,0,3
2617300160,420000,3,2,2020,38332,1,0,4
2558660270,370000,3,1.75,1580,7000,1,0,3
2009000370,269950,2,1.75,1340,7250,1,0,5
1836980160,807100,4,2.5,2680,4499,2,0,3
3261020370,653000,3,2.5,2680,9750,1,0,4
1755700060,371500,3,2,1370,8336,1,0,5
4330600435,284000,3,1.75,1560,21000,1,0,3
9542800700,272000,3,1.75,2160,7140,1,0,4
1999700045,313000,3,1.5,1340,7912,1.5,0,3
1762600070,917500,4,2.5,3880,35003,2,0,3
1687900520,673000,4,2.25,2590,8190,2,0,4
7234600798,425000,3,2.5,1120,1100,2,0,3
3881900445,399950,5,2.75,1970,5400,1,0,3
2254502445,385000,3,1,1220,4800,1,0,3
5437810320,269950,3,1.5,1950,7560,1,0,4
9158100075,330000,2,1,1350,8220,1,0,3
3830630310,260000,3,2.5,1670,5797,2,0,3
8123100045,470000,4,3,2380,5125,1.5,0,4
3127200041,589000,4,3,2440,9600,2,0,5
6661200320,163500,2,1.5,1050,3419,2,0,3
11510310,835000,4,2.75,3130,13412,2,0,3
825059270,1.10E+06,5,3,4090,12850,1,0,4
8731951370,269000,4,1.75,1490,10000,1,0,4
1954440060,560000,3,2.5,1900,8744,2,0,3
2264500350,615000,4,1,1330,2400,1.5,0,4
1115810060,585188,3,2.25,2230,10026,1,0,3
9477200200,305000,3,1.75,1650,9480,1,0,3
1432600560,166950,3,1,1190,8820,1,0,3
2287000060,799000,3,2.5,2140,9897,1,0,4
3663500060,400000,3,2.5,2180,7508,1,0,4
3996900125,230000,3,1,1060,10228,1,0,3
7796450200,256883,3,2.5,1690,5025,2,0,3
7549802535,423000,4,2,1970,6480,1.5,0,5
3278600320,465000,3,2.5,2150,4084,2,0,3
2824079053,440000,3,2.5,1910,66211,2,0,3
1222069094,385000,3,1.75,1350,155073,1,0,4
3542300060,210000,3,1,860,11725,1,0,4
2222059065,297000,3,2.5,1940,14952,2,0,3
7551300060,470000,3,1,1010,5000,1,0,3
100600550,226500,3,1.5,1300,7370,1,0,4
3211100860,274250,3,1,910,8450,1,0,4
3456000310,840000,4,1.75,2480,11010,1,0,4
9526600140,677900,3,2.5,2440,4587,2,0,3
7465900060,425000,3,1,1010,5864,1,0,3
1222000055,180250,2,0.75,900,9600,1,0,3
6300000550,464000,6,3,2300,3404,2,0,3
2310030510,320000,4,2.25,1550,7579,2,0,3
1025049114,625504,3,2.25,1270,1566,2,0,3
8677300550,592500,4,2.5,2240,12032,1,0,3
4014400292,465000,3,2.5,2714,17936,2,0,3
1102000196,477000,4,2.75,1720,6270,2,0,3
257000138,280000,2,1,850,16400,1,0,3
46100204,1.51E+06,5,3,3300,33474,1,0,3
1909600046,445838,3,2.5,2250,5692,2,0,3
1250202145,1.07E+06,2,2.25,3900,14864,1,0,3
7611200125,467000,2,1.5,1320,10800,1,0,4
5611500140,686000,4,2.5,2760,6440,2,0,3
7138000260,279950,3,2,1750,9750,1,0,3
626059335,527000,4,2.25,2330,19436,2,0,3
1922059282,325000,3,2.25,2220,16020,1,0,4
705700390,328000,3,2.25,2020,8379,2,0,3
7454001200,390000,3,2.25,1250,7500,1,0,5
8682281200,479950,2,2,1510,6516,1,0,3
7972000200,264950,4,2.25,1720,9753,1,0,4
722059070,235000,3,1,1430,15246,1,0,4
7202340400,516500,3,2.5,1480,4729,2,0,3
8096000060,655000,2,1.75,1450,15798,2,1,3
2424000060,500000,4,2.75,2280,15347,1,0,5
9264902050,315000,6,2.75,2940,7350,1,0,3
943100260,213000,2,1,1000,10200,1,0,3
3677400445,475000,3,1.5,2480,5280,1.5,0,5
1762600320,1.03E+06,5,4,3760,28040,2,0,3
4058000060,416000,3,2,2220,94300,1,0,5
7228500560,410000,4,1,1970,4740,1.5,0,3
326069104,800000,3,3.5,3830,221284,2,0,3
5152100060,472000,6,2.5,4410,14034,1,0,4
3584000310,225000,3,1.75,1430,8505,1,0,4
8150100045,210000,2,1,830,6000,1,0,3
1868901275,455000,2,1,1430,5000,1.5,0,2
6131600075,225000,3,1,1300,8316,1,0,4
9468200125,480000,2,1,1030,3060,1,0,4
8029510030,363000,3,2.5,2740,11872,2,0,3
2025069065,2.40E+06,4,2.5,3650,8354,1,1,3
7899800890,181000,2,1.5,720,5120,1,0,3
3021059276,250000,4,2,2010,7312,1,0,4
3797001895,481000,3,1.75,1560,3000,1,0,4
3832710960,260000,3,2,1810,7209,1,0,4
1310430400,455000,4,2.5,3360,7685,2,0,3
1422300030,415000,3,2.25,1510,36224,2,0,3
1105000588,349500,3,1,1400,3538,1,0,3
3830630060,245000,3,2.5,1730,7442,2,0,3
5101404898,592500,2,2,1420,9191,1.5,0,5
7972601890,385000,4,1.75,2360,7620,1,0,4
5127001620,315000,3,1.75,1580,11455,1,0,4
9407100800,255000,3,1,1230,10170,1,0,3
1873100060,693000,4,2.5,2460,4425,2,0,3
8722101360,780000,3,1,1660,4400,1.5,0,3
8644000060,237000,3,1.75,1270,8470,1,0,4
3325069129,525000,3,2.25,2100,40510,2,0,3
1400300055,425000,2,1,770,5040,1,0,3
2123039032,369900,1,0.75,760,10079,1,1,5
8078560140,290000,4,2.5,1700,7280,2,0,4
3438500192,285000,3,1,1120,10701,1,0,3
7974200510,415000,2,1,1070,4500,1,0,3
2557000400,272500,3,2.5,2070,9900,1,0,3
7960900060,2.90E+06,4,3.25,5050,20100,1.5,0,3
4054500390,1.37E+06,4,4.75,5310,57346,2,0,4
6378500125,436000,2,1,1040,7538,1,0,4
1745100140,210000,3,1,1700,11390,1,0,4
2976800796,236000,3,1,1300,5898,1,0,3
4235400186,331000,3,1.75,1080,1306,1,0,3
4215100060,365000,3,2.5,2653,4510,2,0,3
9189700045,450000,3,2,2290,16258,1,0,5
1126049053,770000,4,2.75,3820,26300,2,0,3
2022069200,455000,4,2.5,2210,49375,1,0,3
9412900055,405000,3,1.75,2390,6000,1,0,3
1722059235,304900,4,1.75,2600,11325,1,0,4
6874200960,170000,2,1,860,5265,1,0,3
7424700045,2.05E+06,5,3,3830,8480,2,0,5
7202360350,780000,4,2.5,3500,7048,2,0,3
5634500392,330000,3,3,2420,13959,1,0,4
1509500060,370000,4,2.5,2720,8666,2,0,3
7214810350,467000,5,2.25,2500,13500,1,0,3
6647200060,405000,3,1.75,1670,6720,1,0,3
9552700140,675000,5,2.25,2900,10300,1,0,3
2200500350,500000,2,1,1640,14100,1,0,4
6113400046,389999,4,2.5,1890,15770,2,0,4
6619910140,630000,4,1.75,2950,9025,1,0,4
1115450240,360000,4,2.5,2160,9528,2,0,3
6073240060,580000,4,3,3280,11060,2,0,3
9297300045,550000,3,2,1970,4166,2,0,5
9510920070,879000,4,2.5,3360,22111,2,0,3
5468730030,265000,3,2,1320,8959,1,0,3
8079030390,446500,3,2.5,2650,7286,2,0,3
600000152,404000,3,1.5,2030,8880,1,0,3
1840000030,267500,3,1.75,1590,11914,1,0,3
3225069065,3.08E+06,4,5,4550,18641,1,1,3
3260800030,335000,3,2.5,2440,7632,2,0,3
2747100024,576000,3,2.5,1940,9000,1,0,4
5104530560,208633,3,2.5,2040,3810,2,0,3
4330600350,315000,3,2.25,2200,8750,1,0,4
5016001535,725000,3,1.75,1920,3300,1,0,4
7280300196,550000,4,2.75,1800,7750,1,0,4
8651520400,610750,4,2.25,2180,7297,2,0,3
7171200445,550700,2,1,1010,5000,1.5,0,4
3204800200,665000,4,2.75,3320,10574,2,0,5
3416600800,834000,4,2.5,2370,4000,1.5,0,5
7994700030,201000,5,1.75,1660,78408,1.5,0,3
1860600135,2.38E+06,5,2.5,3650,9050,2,0,5
4139480200,1.38E+06,4,3.25,4290,12103,1,0,3
1328320800,305000,4,2.25,1950,7700,1,0,3
7771300125,487000,3,2,2590,14052,1,0,5
3422059208,390000,3,2.5,1930,64904,1,0,4
9521101455,548000,2,1,1470,3864,1,0,4
4337000335,268750,4,1,800,8775,1,0,3
325059286,819900,5,2.75,3150,7119,2,0,3
2597650240,520000,3,2.25,2030,16200,2,0,3
3353400435,230000,3,2,1450,11204,1,0,3
7972000240,240000,3,1.75,1510,10248,1,0,3
7520000520,232000,2,1,1240,12092,1,0,3
3530210260,274975,3,2.5,3030,45004,2,0,3
1959700550,740000,4,2,2050,4400,1.5,0,4
1665400045,186375,3,1,1000,7636,1,0,2
9542850320,790000,3,2.25,2370,10289,1,0,4
3179100060,880000,4,3.5,2800,6750,2,0,3
2946001550,279000,6,1.75,2240,11180,2,0,4
8078490390,295000,3,2,1810,10530,1,0,3
9550201550,640000,2,1,1070,5000,1,0,3
191100045,940000,4,2,2490,9525,2,0,5
5009600070,260000,4,2.5,1960,5238,2,0,3
200350070,559900,3,2.75,2930,5569,1,0,3
2877103726,791500,4,2,1510,3500,1.5,0,5
405100295,265000,3,1.75,1420,8250,1,0,3
4268200055,245000,3,1.75,1740,11547,1,0,3
3126069068,485000,4,1.75,2560,43995,2,0,4
1115300070,684000,4,3.5,3040,8414,2,0,3
6414100671,425000,3,1.75,2500,6840,1,0,3
7004200060,309600,4,1.75,1275,20000,1,0,4
7852110140,552250,4,2.5,2580,5823,2,0,3
3969300030,165000,4,1,1000,7134,1,0,3
4048400070,320000,2,1,1070,32633,1,0,4
808000070,206600,3,2,1390,13464,1,0,4
7374200030,387000,4,1.75,2500,7690,1,0,3
7325600160,299000,1,0.75,560,12120,1,0,3
2757000030,855000,4,2.75,2270,10460,2,0,3
616000140,315000,3,1,1900,14400,1,0,4
3363900111,437500,2,1,990,3120,1,0,5
9262800171,252000,4,1.5,1550,19800,1,0,4
6607000126,375000,4,1.75,2200,7475,1,0,5
5416510830,300000,4,2.5,1910,4862,2,0,3
2201500030,420000,4,1,1750,9600,1.5,0,4
325059171,900000,3,1,1330,77972,1,0,3
952003285,679900,3,2.5,2440,5750,2,0,3
3211290370,463000,3,2.5,1640,29970,2,0,3
1072010350,380000,5,2.5,2760,11340,2,0,4
8856950070,329500,4,2.5,1820,7912,2,0,3
925059078,604950,3,2.5,2110,5608,1,0,3
7855801090,795000,5,2.5,3040,9570,1,0,4
723099065,465000,3,2,1840,40438,2,0,3
6116500075,673000,4,2.5,2990,10400,2,0,3
1118500030,810000,4,2.5,3520,15420,2,0,3
424069250,785000,4,2.75,2440,69415,1,0,4
3291800710,338000,4,3,2090,7500,1,0,3
6838700060,280000,3,2.25,1430,7222,2,0,3
2231500030,315000,4,2.25,2180,10754,1,0,5
7683900200,380000,5,3,3450,9914,2,0,3
8155830060,297000,3,2.25,1450,7562,2,0,3
98020310,730000,4,2.5,3230,7331,2,0,3
9423400140,450000,3,1.75,1640,13500,1,0,3
1545804860,275000,3,3,1590,7750,1,0,3
2883200160,595000,4,2,2020,2849,2,0,3
7132300695,435000,3,1.5,1300,3348,1.5,0,3
1726059053,270000,2,1.5,1380,209959,1,0,1
624111000,950000,3,3,4040,14338,2,0,3
808300310,389000,4,2.25,2130,5337,2,0,3
8563040160,560000,4,2.25,2550,7800,1,0,3
713500030,1.35E+06,5,3.5,4800,14984,2,0,3
8651600160,799000,4,2.25,2510,11585,2,0,4
9517200030,365500,3,2,1410,9600,1,0,4
2460700700,252350,3,2,1650,7352,1,0,3
1223039290,403950,4,2.5,2120,13780,2,0,3
2890100060,385000,4,1.5,2040,10726,1,0,3
7972600860,345000,4,1,1550,7620,1.5,0,3
8857320070,490000,3,2.75,1980,3128,2,0,4
4047200695,330000,3,2.5,1600,26977,2,0,3
1653500070,927000,4,2.75,3300,12090,2,0,3
1923000030,1.12E+06,4,2.5,3840,16619,2,0,4
3649100320,330000,2,1,1220,10000,1,0,5
7375300160,530000,5,2.25,2720,8800,1,0,4
5175800060,365000,4,2,1940,25600,1,0,1
1604601375,378750,3,2.5,2160,3000,1.5,0,3
2473251090,269900,4,1.75,1530,8750,1.5,0,4
9126100861,557000,3,3.5,1710,2096,2,0,3
3420069065,360000,4,1.75,3730,16980,1,0,4
6021501685,352000,2,1,940,5000,1,0,4
1151100070,437000,3,2.5,1750,22357,2,0,3
8856950240,322500,4,2.5,1820,6753,2,0,3
9385200055,650000,3,3.25,1510,2000,2,0,3
7821200390,450000,3,2,1290,1213,3,0,3
8078520310,278500,3,2,1570,5250,1,0,3
1565950030,364950,4,2.5,1930,6957,2,0,3
1560930070,840000,4,3.5,2840,40139,1,0,4
6700400140,268000,3,2.5,1550,8134,2,0,3
2422029094,517534,2,1,833,143947,1,0,3
1774220160,632925,3,2.5,2990,32239,2,0,4
1525200060,577500,3,2.5,2000,7251,2,0,3
1678400105,339000,4,1.5,2390,7480,1.5,0,3
3426059070,570000,3,1.75,2910,37461,1,0,4
824079032,563500,4,1.75,2085,174240,1,0,3
2697100140,423000,4,2.25,2200,9351,1,0,5
8724300030,355000,3,2.25,1860,5028,2,0,3
8678500060,1.55E+06,5,4.25,6070,171626,2,0,3
625049299,482000,2,1,950,3960,1,0,3
6073200075,625000,3,1.75,1600,9135,1,0,5
6388900710,538000,3,2.5,2250,11632,2,0,3
1442860160,380000,3,2.5,2280,10255,2,0,4
7942600310,375000,2,1,940,5120,1,0,3
1545808560,245000,3,2.5,1530,8500,1,0,5
936000060,310000,5,1.75,2190,27260,1,0,4
9808650060,1.30E+06,3,2,2350,15021,1,0,4
3754700160,397000,4,2,1440,7680,1,0,3
305500140,365000,3,2.5,2200,4052,2,0,3
5468750060,328500,4,3,2290,8250,2,0,3
2944010240,988000,4,3,4040,19700,2,0,3
3454000060,1.00E+06,4,2.5,2610,3277,1.5,0,5
646910160,237000,3,2.5,1490,2138,2,0,3
8564950390,525000,4,2.5,2450,5280,2,0,3
2268400350,749000,4,2.5,1710,9627,1,0,3
7504101040,722500,5,2.5,4870,11800,2,0,3
11500890,843000,3,2.5,3130,8750,2,0,3
9528102772,438000,2,2,1270,1372,3,0,3
284000223,578000,3,1.75,2120,10875,1,0,3
3353401710,227950,3,1.5,1670,8230,1,0,5
8159610030,196000,3,2.25,2070,11576,2,0,3
3179100435,641000,2,1,1420,5332,1,0,3
822079033,350000,3,1.5,1250,219978,1,0,4
8857600960,205000,3,1,940,7980,1,0,4
1774000200,400000,3,1.75,1920,9102,1,0,3
2024069128,1.03E+06,3,2.5,3545,9816,1,0,3
1049010390,505000,3,2,1260,5460,1,0,3
7905370390,475000,5,2.5,2340,7200,1,0,3
4140090240,520000,3,2.25,2590,9263,1,0,5
4055700030,1.45E+06,3,4.5,3970,24920,2,0,3
3775300030,333500,3,1.75,1220,9732,1,0,3
2525300030,232000,3,1,1400,10403,1,0,4
1324059104,691100,3,2.75,2360,16117,1,0,4
2287000030,811000,3,1.75,1870,9897,1,0,4
7702010030,551000,3,2.5,2830,5802,2,0,3
1529200340,496500,3,2.5,2260,3640,2,0,3
2122039094,705000,3,3,1970,20978,2,1,4
1742800030,578000,4,2.5,3140,9225,1,0,5
1796360350,255000,3,1.75,1240,8659,1,0,5
6154500070,1.05E+06,4,3.5,3450,7832,2,0,3
1843100340,348000,3,2.25,2570,8491,2,0,4
8944290160,230000,3,2,1510,3413,2,0,3
4166600473,359500,4,2.25,2390,11250,2,0,3
7282300125,330000,3,1,980,7000,1,0,3
8658300340,80000,1,0.75,430,5050,1,0,2
2419600075,465000,3,1.75,1480,6360,1,0,3
2621760350,325000,4,2.5,1850,7324,2,0,3
1723049270,340500,3,2,2270,28025,1,0,4
4123840310,342500,3,2.5,1810,5192,2,0,3
2172000075,290900,2,2,1610,17600,2,0,3
8651611170,868700,3,4.25,3840,6161,2,0,3
8820902200,1.20E+06,4,2.75,4110,8400,2,0,3
8651610890,1.15E+06,4,3.25,4190,10259,2,0,3
1853080570,859900,4,2.75,3390,6298,2,0,3
3629920030,520000,4,2.25,1890,3006,2,0,3
1604602050,460000,3,2.5,1610,2527,2,0,3
6844700810,438924,3,1.5,1050,4590,1,0,3
66000070,315000,2,1,630,6550,1,0,3
6665800030,590000,4,2.75,2910,10650,1,0,3
2205700350,378500,4,1.75,1700,8640,1,0,3
5466000030,328500,3,2.5,1950,8130,2,0,4
6189200125,849950,3,3,2990,9773,2,0,4
9169600135,525000,3,1.5,1350,6000,1,0,3
2625069070,1.39E+06,4,3.25,4860,181319,2.5,0,3
8732131090,295000,4,2.5,2160,7725,1,0,4
9286000240,1.07E+06,6,3.5,4860,11793,2,0,3
1895000260,207950,2,2,890,5000,1,0,3
8691370400,699900,4,2.75,2810,7302,2,0,3
5423010350,1.28E+06,5,2.5,3400,9500,2,0,4
8562501040,452000,4,1.5,1580,7350,1,0,4
2475200140,370000,3,2,1680,5036,1,0,4
7942100310,232000,3,1.75,1300,11230,1,0,5
3760000030,669950,5,2.5,2820,14062,2,0,4
1727500340,397500,3,2,1510,6710,1,0,3
9828702519,490000,2,2.5,1230,1391,2,0,3
4432600075,725000,4,2,2110,4140,2,0,3
7806300030,299000,3,2.75,3080,19635,1,0,4
9274202270,625000,2,1.5,1490,5750,1.5,0,4
7852030960,437500,3,2.5,2120,4500,2,0,3
7852170140,650000,4,2.5,3180,5438,2,0,3
7518503335,475000,2,1,1490,3825,1,0,3
5467900070,342000,3,2,1930,11947,1,0,4
1245002952,1.20E+06,4,2.5,2770,7800,2,0,3
8906200070,280000,3,1.5,1670,11610,1,0,4
5379805885,240000,2,1.75,1330,7200,1,0,3
2769600560,529000,3,1,1210,3328,1.5,0,4
9238901420,442000,3,1,1190,5100,1,0,4
5113400431,615000,2,1,1540,6872,1,0,4
3885805665,1.49E+06,4,3.75,4030,10800,2,0,3
8121200810,585000,4,1.75,2430,7559,1,0,4
5126310400,480000,4,2.5,2600,7787,2,0,3
7322910030,1.10E+06,5,3.5,4410,57063,2,0,4
2827100070,290000,4,1,1330,8184,1.5,0,3
9276201895,615000,3,1.75,1900,5000,1,0,5
4402700070,300000,2,1,1100,7680,1,0,4
1922059046,308000,3,1,1980,39150,1.5,0,3
925059288,750000,3,2.5,2400,7745,2,0,3
4386700135,2.25E+06,4,2.25,4760,8036,2.5,0,5
1923069078,890000,4,3.25,3180,194278,2,0,3
1432400335,288000,3,1,1190,7560,1,0,5
1180003090,190000,2,1,630,6000,1,0,3
726049331,515000,5,3,2530,5105,1,0,3
3340401555,235000,4,1.5,1690,11054,1,0,4
7453000070,275000,2,1,940,5000,1,0,3
4348800030,727500,2,2,1240,9119,1,0,4
7202331420,650000,4,2.5,3040,6587,2,0,3
3225079035,1.60E+06,6,5,6050,230652,2,0,3
6381500700,365000,4,1,1590,7085,1.5,0,3
339500160,662000,3,1.75,2500,36947,1,0,3
1545807610,270500,3,2.5,1780,7848,1,0,3
1843200240,200000,2,1.5,1360,1898,2,0,3
4403600270,970000,4,3.25,4740,76230,2,0,3
2008200060,160000,3,1.5,1010,9600,1,0,4
1521069070,204000,3,1,1040,7405,1,0,4
2459500310,358000,3,2.25,1610,6655,2,0,4
6204420070,452000,4,1.75,1570,8268,1,0,3
5694500105,595000,2,2,1510,4000,1,0,4
5466410030,249000,3,2,1360,6082,1,0,3
9485740340,346900,4,2.5,1970,5106,2,0,3
622049114,2.13E+06,3,2.5,5403,24069,2,1,4
2270000070,280000,4,2.5,1560,4350,2,0,3
1310900260,318888,4,1.75,2320,12000,1,0,4
224069094,530000,3,2.25,2120,40518,1,0,3
7800800160,375000,3,2.25,2120,18500,2,0,4
2944000240,910000,4,2.5,3350,29242,2,0,3
4139400710,782000,4,2.5,2380,9614,2,0,4
7899800860,259950,2,2,1070,649,2,0,3
2473420140,315000,4,2.75,2300,18360,1,0,4
